care.virtue,care.vice,authority.virtue,fairness.vice,fairness.virtue,loyalty.vice,loyalty.virtue,sanctity.virtue,authority.vice,sanctity.vice,positive,neutral,negative,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0475,0.4596,0.4929,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.5331,0.4318,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0241,0.4544,0.5214,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0632,0.4243,0.5125,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9085,0.0845,0.0071,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6783,0.2462,0.0755,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6514,0.3379,0.0107,Morally Positive
0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.5,0.0,0.0,0.1666666666666666,0.0254,0.3136,0.661,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1737,0.5379,0.2884,Neutral
0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0159,0.2353,0.7487,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.1483,0.8406,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2736,0.6,0.1264,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092,0.202,0.7888,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0129,0.2047,0.7824,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483,0.8652,0.0866,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153,0.6461,0.0386,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.0924,0.9022,Neutral but Negative Sentiment
0.25,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,0.0103,0.2076,0.7821,Partially Negative
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074,0.58,0.3459,Morally Negative
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048,0.0759,0.9193,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1855,0.7108,0.1038,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037,0.6005,0.3625,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0583,0.4404,0.5013,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0096,0.1159,0.8745,Morally Negative
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1142,0.8611,0.0247,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.4027,0.5754,Morally Positive
0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0096,0.1959,0.7944,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3876,0.5233,0.0891,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743,0.7961,0.1296,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145,0.5896,0.3958,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4223,0.4751,0.1026,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0759,0.9171,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1098,0.8313,0.0589,Neutral
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.2219,0.7674,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0093,0.1477,0.843,Neutral but Negative Sentiment
0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0159,0.3126,0.6715,Morally Positive
0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0249,0.3345,0.6406,Partially Negative
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1313,0.5994,0.2693,Morally Positive
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1074,0.6257,0.2669,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0527,0.3953,0.552,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.1225,0.8612,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.2575,0.7326,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0155,0.4466,0.5379,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.1844,0.7996,Neutral but Negative Sentiment
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1683,0.4198,0.4119,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1364,0.7075,0.1561,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3859,0.6011,0.013,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.1253,0.8649,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0096,0.1787,0.8117,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.5245,0.4345,Neutral
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.6986,0.2532,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0352,0.4347,0.5301,Neutral but Negative Sentiment
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718,0.4662,0.462,Morally Negative
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172,0.2114,0.7714,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0393,0.6013,0.3593,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1118,0.7239,0.1643,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6008,0.3758,0.0234,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0244,0.4279,0.5477,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0293,0.53,0.4407,Neutral
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.1119,0.8778,Morally Positive
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.057,0.7961,0.1469,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0114,0.1733,0.8153,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.2319,0.7231,Neutral but Negative Sentiment
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4537,0.4197,0.1265,Morally Positive
0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0107,0.1366,0.8527,Morally Negative
0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0239,0.445,0.5311,Morally Positive
0.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.008,0.1281,0.8639,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4449,0.5211,0.0341,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0177,0.4259,0.5565,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.5464,0.3736,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0549,0.7086,0.2365,Neutral
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0324,0.2391,0.7284,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0886,0.9053,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.4275,0.5442,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066,0.0916,0.9018,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333,0.3622,0.6046,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0311,0.5642,0.4047,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0116,0.1146,0.8738,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.2072,0.782,Neutral but Negative Sentiment
0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.8709,0.1223,0.0069,Morally Positive
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0063,0.1884,0.8053,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1404,0.6327,0.2269,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.035,0.8776,0.0874,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.4065,0.5025,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0453,0.6256,0.329,Partially Neutral
0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.2562,0.7308,Morally Positive
0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0115,0.5056,0.4829,Partially Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893,0.4566,0.4541,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.016,0.3585,0.6254,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.2208,0.7606,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0135,0.1994,0.7872,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.2207,0.7665,Neutral but Negative Sentiment
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.2148,0.7695,Morally Positive
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0425,0.4309,0.5266,Partially Negative
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323,0.0576,0.0101,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0077,0.0587,0.9336,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.1406,0.8526,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0284,0.2124,0.7592,Neutral but Negative Sentiment
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193,0.1626,0.8181,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.385,0.4809,0.134,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1942,0.718,0.0878,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0254,0.7679,0.2067,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0115,0.1605,0.828,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533,0.6265,0.3203,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306,0.6372,0.3322,Neutral
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529,0.4928,0.4543,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0393,0.9322,0.0285,Neutral
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0328,0.5823,0.3849,Partially Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0123,0.2395,0.7482,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106,0.3403,0.6491,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8166,0.1712,0.0122,Neutral but Positive Sentiment
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1986,0.5572,0.2442,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9245,0.063,0.0125,Neutral but Positive Sentiment
0.5,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0226,0.42,0.5574,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0552,0.6357,0.3091,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0568,0.7598,0.1835,Neutral
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0186,0.6345,0.3469,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3221,0.5779,0.1001,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.8439,0.0071,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2297,0.6701,0.1002,Neutral
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.008,0.0764,0.9156,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341,0.6443,0.3216,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136,0.3932,0.5932,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.4604,0.4866,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0.4893,0.4337,Neutral
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6528,0.3038,0.0434,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.3779,0.6045,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5423,0.3763,0.0814,Partially Positive
0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0077,0.0811,0.9112,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0203,0.5894,0.3904,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535,0.4161,0.5304,Neutral but Negative Sentiment
0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0113,0.1446,0.8442,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0348,0.5308,0.4344,Morally Positive
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3726,0.5715,0.0558,Morally Negative
0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.031,0.2021,0.7669,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0382,0.1797,0.782,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512,0.8128,0.136,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0181,0.3453,0.6366,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0096,0.1953,0.7951,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0286,0.4166,0.5549,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0106,0.2466,0.7428,Morally Positive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283,0.5656,0.406,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0066,0.0506,0.9428,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1687,0.7804,0.0508,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328,0.7209,0.2463,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276,0.2257,0.7467,Neutral but Negative Sentiment
0.2,0.0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0182,0.2343,0.7476,Partially Negative
0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1189,0.759,0.1221,Morally Positive
0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.1371,0.8565,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465,0.5959,0.0576,Neutral
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.1034,0.8875,Morally Negative
0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201,0.177,0.8029,Morally Negative
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112,0.2195,0.7694,Morally Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.474,0.44,Neutral
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0376,0.536,0.4264,Neutral
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528,0.569,0.3782,Morally Positive
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815,0.1386,0.0464,Morally Positive
0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.5,0.0385,0.2646,0.6969,Partially Negative
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0314,0.2894,0.6793,Neutral but Negative Sentiment
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0734,0.6088,0.3178,Neutral
0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0184,0.535,0.4466,Morally Positive
