,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
222,9,SGDClassifier,0.973,0.753,0.843,0.97,0.753,0.973,0.775,0.971
223,9,SVC,0.977,0.817,0.958,0.977,0.817,0.977,0.852,0.976
224,9,LGBMClassifier,0.49,0.29,0.316,0.506,0.29,0.49,0.261,0.45
225,10,AdaBoostClassifier,0.548,0.364,0.278,0.408,0.364,0.548,0.281,0.416
226,10,BaggingClassifier,0.989,0.927,0.93,0.989,0.927,0.989,0.929,0.989
227,10,BernoulliNB,0.853,0.728,0.681,0.874,0.728,0.853,0.688,0.857
228,10,CalibratedClassifierCV,0.985,0.906,0.964,0.984,0.906,0.985,0.931,0.984
229,10,DecisionTreeClassifier,0.986,0.918,0.907,0.987,0.918,0.986,0.91,0.986
230,10,DummyClassifier,0.341,0.125,0.043,0.116,0.125,0.341,0.064,0.173
231,10,ExtraTreeClassifier,0.895,0.768,0.752,0.896,0.768,0.895,0.759,0.895
232,10,ExtraTreesClassifier,0.991,0.902,0.959,0.99,0.902,0.991,0.926,0.99
233,10,GaussianNB,0.68,0.673,0.556,0.844,0.673,0.68,0.523,0.735
234,10,KNeighborsClassifier,0.727,0.469,0.687,0.734,0.469,0.727,0.498,0.711
235,10,LabelPropagation,0.606,0.416,0.686,0.717,0.416,0.606,0.452,0.603
236,10,LabelSpreading,0.606,0.416,0.686,0.717,0.416,0.606,0.452,0.603
237,10,LinearDiscriminantAnalysis,0.972,0.959,0.912,0.978,0.959,0.972,0.923,0.974
238,10,LinearSVC,0.986,0.912,0.97,0.986,0.912,0.986,0.928,0.986
239,10,LogisticRegression,0.989,0.953,0.97,0.988,0.953,0.989,0.961,0.988
240,10,NearestCentroid,0.8,0.798,0.624,0.873,0.798,0.8,0.633,0.824
241,10,PassiveAggressiveClassifier,0.973,0.831,0.845,0.972,0.831,0.973,0.838,0.972
242,10,Perceptron,0.972,0.859,0.877,0.971,0.859,0.972,0.864,0.971
243,10,QuadraticDiscriminantAnalysis,0.666,0.662,0.683,0.799,0.662,0.666,0.581,0.701
244,10,RandomForestClassifier,0.99,0.9,0.978,0.99,0.9,0.99,0.928,0.99
245,10,RidgeClassifier,0.911,0.581,0.573,0.859,0.581,0.911,0.575,0.883
246,10,RidgeClassifierCV,0.911,0.581,0.573,0.859,0.581,0.911,0.575,0.883
247,10,SGDClassifier,0.96,0.728,0.768,0.957,0.728,0.96,0.744,0.959
248,10,SVC,0.972,0.78,0.978,0.972,0.78,0.972,0.815,0.97
249,10,LGBMClassifier,0.996,0.98,0.952,0.996,0.98,0.996,0.963,0.996
