,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
152,7,BernoulliNB,0.615,0.598,0.478,0.696,0.598,0.615,0.486,0.643
153,7,CalibratedClassifierCV,0.988,0.893,0.971,0.987,0.893,0.988,0.925,0.987
154,7,DecisionTreeClassifier,0.982,0.935,0.911,0.983,0.935,0.982,0.922,0.983
155,7,DummyClassifier,0.337,0.125,0.042,0.114,0.125,0.337,0.063,0.17
156,7,ExtraTreeClassifier,0.797,0.643,0.63,0.799,0.643,0.797,0.636,0.798
157,7,ExtraTreesClassifier,0.976,0.793,0.979,0.976,0.793,0.976,0.836,0.974
158,7,GaussianNB,0.881,0.892,0.716,0.917,0.892,0.881,0.755,0.89
159,7,KNeighborsClassifier,0.831,0.561,0.633,0.823,0.561,0.831,0.583,0.82
160,7,LabelPropagation,0.329,0.22,0.572,0.704,0.22,0.329,0.21,0.295
161,7,LabelSpreading,0.329,0.22,0.572,0.704,0.22,0.329,0.21,0.295
162,7,LinearDiscriminantAnalysis,0.973,0.932,0.91,0.978,0.932,0.973,0.912,0.975
163,7,LinearSVC,0.987,0.916,0.963,0.987,0.916,0.987,0.933,0.987
164,7,LogisticRegression,0.991,0.95,0.971,0.99,0.95,0.991,0.959,0.99
165,7,NearestCentroid,0.55,0.65,0.508,0.708,0.65,0.55,0.471,0.6
166,7,PassiveAggressiveClassifier,0.972,0.851,0.868,0.972,0.851,0.972,0.856,0.972
167,7,Perceptron,0.978,0.875,0.91,0.977,0.875,0.978,0.883,0.977
168,7,QuadraticDiscriminantAnalysis,0.91,0.775,0.704,0.92,0.775,0.91,0.726,0.912
169,7,RandomForestClassifier,0.971,0.752,0.973,0.971,0.752,0.971,0.782,0.967
170,7,RidgeClassifier,0.911,0.595,0.578,0.859,0.595,0.911,0.584,0.882
171,7,RidgeClassifierCV,0.911,0.595,0.578,0.859,0.595,0.911,0.584,0.882
172,7,SGDClassifier,0.968,0.735,0.776,0.964,0.735,0.968,0.749,0.966
173,7,SVC,0.977,0.837,0.963,0.977,0.837,0.977,0.867,0.977
174,7,LGBMClassifier,0.997,0.965,0.992,0.997,0.965,0.997,0.977,0.997
175,8,AdaBoostClassifier,0.513,0.344,0.287,0.419,0.344,0.513,0.255,0.381
176,8,BaggingClassifier,0.987,0.904,0.971,0.987,0.904,0.987,0.925,0.986
177,8,BernoulliNB,0.626,0.568,0.476,0.711,0.568,0.626,0.481,0.655
178,8,CalibratedClassifierCV,0.983,0.902,0.963,0.983,0.902,0.983,0.928,0.983
179,8,DecisionTreeClassifier,0.982,0.918,0.926,0.982,0.918,0.982,0.922,0.982
180,8,DummyClassifier,0.331,0.125,0.041,0.109,0.125,0.331,0.062,0.164
181,8,ExtraTreeClassifier,0.764,0.573,0.565,0.765,0.573,0.764,0.568,0.764
182,8,ExtraTreesClassifier,0.978,0.795,0.974,0.978,0.795,0.978,0.827,0.976
183,8,GaussianNB,0.888,0.913,0.728,0.926,0.913,0.888,0.773,0.897
184,8,KNeighborsClassifier,0.838,0.587,0.725,0.835,0.587,0.838,0.617,0.827
185,8,LabelPropagation,0.344,0.236,0.748,0.712,0.236,0.344,0.241,0.31
186,8,LabelSpreading,0.344,0.236,0.748,0.712,0.236,0.344,0.241,0.31
187,8,LinearDiscriminantAnalysis,0.972,0.954,0.918,0.978,0.954,0.972,0.924,0.974
188,8,LinearSVC,0.986,0.896,0.979,0.986,0.896,0.986,0.921,0.985
189,8,LogisticRegression,0.991,0.946,0.979,0.991,0.946,0.991,0.961,0.991
190,8,NearestCentroid,0.543,0.603,0.507,0.712,0.603,0.543,0.463,0.596
191,8,PassiveAggressiveClassifier,0.974,0.841,0.879,0.973,0.841,0.974,0.855,0.973
192,8,Perceptron,0.971,0.89,0.893,0.975,0.89,0.971,0.885,0.973
193,8,QuadraticDiscriminantAnalysis,0.92,0.797,0.712,0.932,0.797,0.92,0.737,0.922
194,8,RandomForestClassifier,0.974,0.762,0.842,0.971,0.762,0.974,0.783,0.971
195,8,RidgeClassifier,0.907,0.593,0.575,0.85,0.593,0.907,0.582,0.876
196,8,RidgeClassifierCV,0.907,0.593,0.575,0.85,0.593,0.907,0.582,0.876
197,8,SGDClassifier,0.968,0.732,0.757,0.964,0.732,0.968,0.742,0.966
198,8,SVC,0.979,0.821,0.848,0.977,0.821,0.979,0.833,0.978
199,8,LGBMClassifier,0.883,0.726,0.711,0.885,0.726,0.883,0.716,0.883
200,9,AdaBoostClassifier,0.351,0.381,0.3,0.459,0.381,0.351,0.259,0.319
201,9,BaggingClassifier,0.989,0.93,0.948,0.99,0.93,0.989,0.937,0.989
202,9,BernoulliNB,0.644,0.605,0.491,0.718,0.605,0.644,0.501,0.669
203,9,CalibratedClassifierCV,0.988,0.884,0.967,0.988,0.884,0.988,0.914,0.987
204,9,DecisionTreeClassifier,0.982,0.923,0.931,0.982,0.923,0.982,0.926,0.982
205,9,DummyClassifier,0.335,0.125,0.042,0.112,0.125,0.335,0.063,0.168
206,9,ExtraTreeClassifier,0.791,0.601,0.61,0.791,0.601,0.791,0.603,0.791
207,9,ExtraTreesClassifier,0.983,0.83,0.986,0.983,0.83,0.983,0.871,0.982
208,9,GaussianNB,0.888,0.89,0.721,0.92,0.89,0.888,0.757,0.896
209,9,KNeighborsClassifier,0.828,0.584,0.871,0.828,0.584,0.828,0.62,0.818
210,9,LabelPropagation,0.34,0.228,0.594,0.706,0.228,0.34,0.224,0.307
211,9,LabelSpreading,0.34,0.228,0.594,0.706,0.228,0.34,0.224,0.307
212,9,LinearDiscriminantAnalysis,0.976,0.959,0.918,0.981,0.959,0.976,0.93,0.978
213,9,LinearSVC,0.989,0.923,0.975,0.988,0.923,0.989,0.94,0.988
214,9,LogisticRegression,0.99,0.953,0.972,0.99,0.953,0.99,0.961,0.99
215,9,NearestCentroid,0.561,0.616,0.509,0.721,0.616,0.561,0.467,0.611
216,9,PassiveAggressiveClassifier,0.976,0.826,0.853,0.975,0.826,0.976,0.833,0.975
217,9,Perceptron,0.979,0.885,0.912,0.979,0.885,0.979,0.894,0.979
218,9,QuadraticDiscriminantAnalysis,0.907,0.862,0.837,0.92,0.862,0.907,0.823,0.911
219,9,RandomForestClassifier,0.975,0.793,0.978,0.975,0.793,0.975,0.833,0.973
220,9,RidgeClassifier,0.913,0.598,0.578,0.86,0.598,0.913,0.587,0.884
221,9,RidgeClassifierCV,0.913,0.598,0.578,0.86,0.598,0.913,0.587,0.884
222,9,SGDClassifier,0.97,0.748,0.813,0.966,0.748,0.97,0.763,0.967
223,9,SVC,0.978,0.853,0.963,0.978,0.853,0.978,0.88,0.977
224,9,LGBMClassifier,0.897,0.739,0.687,0.907,0.739,0.897,0.705,0.901
225,10,AdaBoostClassifier,0.548,0.364,0.278,0.408,0.364,0.548,0.281,0.416
226,10,BaggingClassifier,0.984,0.912,0.921,0.984,0.912,0.984,0.916,0.984
227,10,BernoulliNB,0.634,0.584,0.487,0.713,0.584,0.634,0.493,0.663
228,10,CalibratedClassifierCV,0.986,0.914,0.986,0.986,0.914,0.986,0.945,0.986
229,10,DecisionTreeClassifier,0.981,0.909,0.895,0.981,0.909,0.981,0.901,0.981
230,10,DummyClassifier,0.341,0.125,0.043,0.116,0.125,0.341,0.064,0.173
231,10,ExtraTreeClassifier,0.803,0.613,0.601,0.805,0.613,0.803,0.606,0.804
232,10,ExtraTreesClassifier,0.976,0.802,0.98,0.977,0.802,0.976,0.849,0.974
233,10,GaussianNB,0.883,0.888,0.707,0.92,0.888,0.883,0.746,0.894
234,10,KNeighborsClassifier,0.84,0.576,0.775,0.838,0.576,0.84,0.613,0.829
235,10,LabelPropagation,0.35,0.232,0.699,0.727,0.232,0.35,0.232,0.319
236,10,LabelSpreading,0.35,0.232,0.699,0.727,0.232,0.35,0.232,0.319
237,10,LinearDiscriminantAnalysis,0.97,0.955,0.912,0.976,0.955,0.97,0.921,0.972
238,10,LinearSVC,0.988,0.924,0.975,0.988,0.924,0.988,0.941,0.987
239,10,LogisticRegression,0.989,0.945,0.954,0.989,0.945,0.989,0.948,0.989
240,10,NearestCentroid,0.539,0.597,0.499,0.701,0.597,0.539,0.456,0.591
241,10,PassiveAggressiveClassifier,0.975,0.84,0.862,0.974,0.84,0.975,0.85,0.974
242,10,Perceptron,0.978,0.908,0.903,0.979,0.908,0.978,0.898,0.978
243,10,QuadraticDiscriminantAnalysis,0.918,0.794,0.837,0.929,0.794,0.918,0.755,0.921
244,10,RandomForestClassifier,0.974,0.768,0.978,0.974,0.768,0.974,0.807,0.971
245,10,RidgeClassifier,0.912,0.583,0.574,0.86,0.583,0.912,0.576,0.883
246,10,RidgeClassifierCV,0.912,0.583,0.574,0.86,0.583,0.912,0.576,0.883
247,10,SGDClassifier,0.966,0.735,0.806,0.962,0.735,0.966,0.757,0.963
248,10,SVC,0.974,0.815,0.963,0.974,0.815,0.974,0.839,0.973
249,10,LGBMClassifier,0.834,0.623,0.617,0.84,0.623,0.834,0.617,0.836
