,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
121,5,RidgeClassifierCV,0.914,0.592,0.579,0.86,0.592,0.914,0.583,0.885
122,5,SGDClassifier,0.968,0.718,0.734,0.962,0.718,0.968,0.725,0.965
123,5,SVC,0.975,0.812,0.976,0.975,0.812,0.975,0.839,0.974
124,5,LGBMClassifier,0.996,0.959,0.979,0.996,0.959,0.996,0.967,0.996
125,6,AdaBoostClassifier,0.547,0.365,0.276,0.406,0.365,0.547,0.278,0.412
126,6,BaggingClassifier,0.985,0.909,0.927,0.985,0.909,0.985,0.917,0.985
127,6,BernoulliNB,0.827,0.69,0.657,0.844,0.69,0.827,0.666,0.83
128,6,CalibratedClassifierCV,0.987,0.854,0.964,0.987,0.854,0.987,0.882,0.986
129,6,DecisionTreeClassifier,0.982,0.92,0.922,0.982,0.92,0.982,0.921,0.982
130,6,DummyClassifier,0.328,0.125,0.041,0.107,0.125,0.328,0.062,0.162
131,6,ExtraTreeClassifier,0.85,0.714,0.708,0.85,0.714,0.85,0.71,0.85
132,6,ExtraTreesClassifier,0.981,0.811,0.978,0.981,0.811,0.981,0.849,0.98
133,6,GaussianNB,0.903,0.87,0.762,0.929,0.87,0.903,0.791,0.911
134,6,KNeighborsClassifier,0.847,0.617,0.852,0.847,0.617,0.847,0.666,0.839
135,6,LabelPropagation,0.254,0.164,0.656,0.744,0.164,0.254,0.119,0.162
136,6,LabelSpreading,0.254,0.164,0.656,0.744,0.164,0.254,0.119,0.162
137,6,LinearDiscriminantAnalysis,0.977,0.95,0.923,0.981,0.95,0.977,0.928,0.978
138,6,LinearSVC,0.99,0.911,0.975,0.989,0.911,0.99,0.937,0.989
139,6,LogisticRegression,0.991,0.95,0.97,0.991,0.95,0.991,0.96,0.991
140,6,NearestCentroid,0.697,0.736,0.579,0.796,0.736,0.697,0.575,0.726
141,6,PassiveAggressiveClassifier,0.976,0.791,0.849,0.975,0.791,0.976,0.802,0.975
142,6,Perceptron,0.977,0.869,0.911,0.976,0.869,0.977,0.886,0.976
143,6,QuadraticDiscriminantAnalysis,0.891,0.798,0.832,0.907,0.798,0.891,0.768,0.895
144,6,RandomForestClassifier,0.979,0.811,0.98,0.979,0.811,0.979,0.848,0.977
145,6,RidgeClassifier,0.91,0.587,0.578,0.856,0.587,0.91,0.58,0.88
146,6,RidgeClassifierCV,0.91,0.587,0.578,0.856,0.587,0.91,0.58,0.88
147,6,SGDClassifier,0.966,0.723,0.856,0.962,0.723,0.966,0.74,0.963
148,6,SVC,0.976,0.827,0.967,0.976,0.827,0.976,0.849,0.974
149,6,LGBMClassifier,0.894,0.697,0.671,0.898,0.697,0.894,0.68,0.895
150,7,AdaBoostClassifier,0.557,0.366,0.258,0.382,0.366,0.557,0.282,0.421
151,7,BaggingClassifier,0.985,0.961,0.943,0.985,0.961,0.985,0.951,0.985
152,7,BernoulliNB,0.833,0.76,0.7,0.848,0.76,0.833,0.717,0.835
153,7,CalibratedClassifierCV,0.986,0.905,0.969,0.986,0.905,0.986,0.932,0.985
154,7,DecisionTreeClassifier,0.983,0.956,0.929,0.983,0.956,0.983,0.941,0.983
155,7,DummyClassifier,0.337,0.125,0.042,0.114,0.125,0.337,0.063,0.17
156,7,ExtraTreeClassifier,0.788,0.644,0.633,0.788,0.644,0.788,0.638,0.788
157,7,ExtraTreesClassifier,0.981,0.83,0.984,0.981,0.83,0.981,0.87,0.98
158,7,GaussianNB,0.911,0.904,0.76,0.933,0.904,0.911,0.802,0.917
159,7,KNeighborsClassifier,0.844,0.593,0.731,0.842,0.593,0.844,0.625,0.835
160,7,LabelPropagation,0.242,0.16,0.588,0.749,0.16,0.242,0.11,0.151
161,7,LabelSpreading,0.242,0.16,0.588,0.749,0.16,0.242,0.11,0.151
162,7,LinearDiscriminantAnalysis,0.97,0.93,0.91,0.975,0.93,0.97,0.911,0.972
163,7,LinearSVC,0.986,0.901,0.978,0.986,0.901,0.986,0.92,0.985
164,7,LogisticRegression,0.989,0.95,0.968,0.989,0.95,0.989,0.959,0.989
165,7,NearestCentroid,0.71,0.789,0.594,0.805,0.789,0.71,0.595,0.739
166,7,PassiveAggressiveClassifier,0.97,0.875,0.83,0.974,0.875,0.97,0.847,0.972
167,7,Perceptron,0.976,0.84,0.91,0.976,0.84,0.976,0.866,0.976
168,7,QuadraticDiscriminantAnalysis,0.902,0.778,0.714,0.911,0.778,0.902,0.734,0.905
169,7,RandomForestClassifier,0.978,0.795,0.98,0.978,0.795,0.978,0.83,0.976
170,7,RidgeClassifier,0.911,0.594,0.578,0.858,0.594,0.911,0.584,0.882
171,7,RidgeClassifierCV,0.911,0.594,0.578,0.858,0.594,0.911,0.584,0.882
172,7,SGDClassifier,0.968,0.734,0.76,0.964,0.734,0.968,0.745,0.966
173,7,SVC,0.975,0.82,0.973,0.975,0.82,0.975,0.86,0.974
174,7,LGBMClassifier,0.828,0.66,0.623,0.833,0.66,0.828,0.633,0.829
175,8,AdaBoostClassifier,0.508,0.37,0.276,0.41,0.37,0.508,0.264,0.388
176,8,BaggingClassifier,0.987,0.903,0.965,0.987,0.903,0.987,0.921,0.986
177,8,BernoulliNB,0.834,0.727,0.677,0.851,0.727,0.834,0.69,0.837
178,8,CalibratedClassifierCV,0.984,0.914,0.969,0.984,0.914,0.984,0.939,0.984
179,8,DecisionTreeClassifier,0.981,0.894,0.936,0.981,0.894,0.981,0.913,0.981
180,8,DummyClassifier,0.331,0.125,0.041,0.109,0.125,0.331,0.062,0.164
181,8,ExtraTreeClassifier,0.827,0.667,0.667,0.825,0.667,0.827,0.666,0.826
182,8,ExtraTreesClassifier,0.983,0.812,0.86,0.981,0.812,0.983,0.833,0.982
183,8,GaussianNB,0.905,0.91,0.75,0.932,0.91,0.905,0.793,0.913
184,8,KNeighborsClassifier,0.836,0.581,0.719,0.833,0.581,0.836,0.61,0.826
185,8,LabelPropagation,0.255,0.172,0.648,0.731,0.172,0.255,0.131,0.162
186,8,LabelSpreading,0.255,0.172,0.648,0.731,0.172,0.255,0.131,0.162
187,8,LinearDiscriminantAnalysis,0.973,0.954,0.918,0.979,0.954,0.973,0.923,0.975
188,8,LinearSVC,0.985,0.902,0.967,0.985,0.902,0.985,0.919,0.984
189,8,LogisticRegression,0.991,0.961,0.963,0.991,0.961,0.991,0.962,0.991
190,8,NearestCentroid,0.702,0.747,0.582,0.796,0.747,0.702,0.584,0.728
191,8,PassiveAggressiveClassifier,0.972,0.822,0.85,0.972,0.822,0.972,0.822,0.971
192,8,Perceptron,0.969,0.783,0.837,0.967,0.783,0.969,0.803,0.968
193,8,QuadraticDiscriminantAnalysis,0.901,0.774,0.696,0.912,0.774,0.901,0.721,0.904
194,8,RandomForestClassifier,0.978,0.824,0.979,0.978,0.824,0.978,0.861,0.976
195,8,RidgeClassifier,0.907,0.589,0.575,0.85,0.589,0.907,0.58,0.876
196,8,RidgeClassifierCV,0.907,0.589,0.575,0.85,0.589,0.907,0.58,0.876
197,8,SGDClassifier,0.967,0.733,0.872,0.964,0.733,0.967,0.752,0.964
198,8,SVC,0.976,0.806,0.841,0.973,0.806,0.976,0.822,0.974
199,8,LGBMClassifier,0.997,0.973,0.98,0.997,0.973,0.997,0.976,0.997
200,9,AdaBoostClassifier,0.351,0.381,0.3,0.459,0.381,0.351,0.259,0.319
201,9,BaggingClassifier,0.988,0.941,0.953,0.988,0.941,0.988,0.947,0.988
202,9,BernoulliNB,0.839,0.736,0.68,0.854,0.736,0.839,0.694,0.841
203,9,CalibratedClassifierCV,0.989,0.882,0.981,0.989,0.882,0.989,0.918,0.989
204,9,DecisionTreeClassifier,0.986,0.934,0.926,0.986,0.934,0.986,0.93,0.986
205,9,DummyClassifier,0.335,0.125,0.042,0.112,0.125,0.335,0.063,0.168
206,9,ExtraTreeClassifier,0.836,0.663,0.664,0.836,0.663,0.836,0.663,0.836
207,9,ExtraTreesClassifier,0.983,0.85,0.973,0.983,0.85,0.983,0.888,0.983
208,9,GaussianNB,0.913,0.937,0.753,0.935,0.937,0.913,0.799,0.919
209,9,KNeighborsClassifier,0.852,0.63,0.872,0.851,0.63,0.852,0.682,0.844
210,9,LabelPropagation,0.251,0.16,0.537,0.72,0.16,0.251,0.11,0.161
211,9,LabelSpreading,0.251,0.16,0.537,0.72,0.16,0.251,0.11,0.161
212,9,LinearDiscriminantAnalysis,0.977,0.96,0.919,0.981,0.96,0.977,0.932,0.978
213,9,LinearSVC,0.989,0.916,0.982,0.989,0.916,0.989,0.935,0.988
214,9,LogisticRegression,0.991,0.937,0.972,0.991,0.937,0.991,0.953,0.991
215,9,NearestCentroid,0.7,0.754,0.576,0.795,0.754,0.7,0.575,0.729
216,9,PassiveAggressiveClassifier,0.974,0.82,0.841,0.971,0.82,0.974,0.827,0.972
217,9,Perceptron,0.972,0.778,0.828,0.97,0.778,0.972,0.791,0.97
218,9,QuadraticDiscriminantAnalysis,0.9,0.818,0.726,0.911,0.818,0.9,0.754,0.903
219,9,RandomForestClassifier,0.982,0.819,0.984,0.982,0.819,0.982,0.86,0.981
220,9,RidgeClassifier,0.913,0.596,0.578,0.86,0.596,0.913,0.585,0.884
221,9,RidgeClassifierCV,0.913,0.596,0.578,0.86,0.596,0.913,0.585,0.884
222,9,SGDClassifier,0.97,0.758,0.779,0.967,0.758,0.97,0.767,0.968
223,9,SVC,0.979,0.853,0.965,0.979,0.853,0.979,0.881,0.979
224,9,LGBMClassifier,0.859,0.707,0.687,0.865,0.707,0.859,0.691,0.861
225,10,AdaBoostClassifier,0.548,0.364,0.278,0.408,0.364,0.548,0.281,0.416
226,10,BaggingClassifier,0.986,0.918,0.907,0.986,0.918,0.986,0.911,0.986
227,10,BernoulliNB,0.84,0.749,0.701,0.858,0.749,0.84,0.707,0.842
228,10,CalibratedClassifierCV,0.984,0.925,0.98,0.984,0.925,0.984,0.949,0.984
229,10,DecisionTreeClassifier,0.983,0.889,0.904,0.983,0.889,0.983,0.895,0.983
230,10,DummyClassifier,0.341,0.125,0.043,0.116,0.125,0.341,0.064,0.173
231,10,ExtraTreeClassifier,0.806,0.685,0.704,0.806,0.685,0.806,0.694,0.806
232,10,ExtraTreesClassifier,0.98,0.839,0.982,0.98,0.839,0.98,0.884,0.978
233,10,GaussianNB,0.913,0.908,0.746,0.936,0.908,0.913,0.788,0.92
234,10,KNeighborsClassifier,0.845,0.605,0.851,0.845,0.605,0.845,0.652,0.836
235,10,LabelPropagation,0.254,0.17,0.674,0.75,0.17,0.254,0.128,0.163
236,10,LabelSpreading,0.254,0.17,0.674,0.75,0.17,0.254,0.128,0.163
237,10,LinearDiscriminantAnalysis,0.971,0.958,0.915,0.977,0.958,0.971,0.923,0.973
238,10,LinearSVC,0.986,0.922,0.982,0.986,0.922,0.986,0.944,0.986
239,10,LogisticRegression,0.989,0.948,0.98,0.988,0.948,0.989,0.962,0.988
240,10,NearestCentroid,0.696,0.746,0.579,0.796,0.746,0.696,0.576,0.729
241,10,PassiveAggressiveClassifier,0.972,0.773,0.838,0.969,0.773,0.972,0.792,0.97
242,10,Perceptron,0.975,0.826,0.893,0.975,0.826,0.975,0.844,0.975
243,10,QuadraticDiscriminantAnalysis,0.908,0.804,0.852,0.922,0.804,0.908,0.767,0.91
244,10,RandomForestClassifier,0.979,0.828,0.972,0.979,0.828,0.979,0.87,0.978
245,10,RidgeClassifier,0.913,0.586,0.574,0.861,0.586,0.913,0.578,0.884
246,10,RidgeClassifierCV,0.913,0.586,0.574,0.861,0.586,0.913,0.578,0.884
247,10,SGDClassifier,0.962,0.715,0.748,0.957,0.715,0.962,0.727,0.959
248,10,SVC,0.972,0.806,0.976,0.972,0.806,0.972,0.838,0.97
249,10,LGBMClassifier,0.995,0.96,0.94,0.996,0.96,0.995,0.948,0.995
