,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
239,10,LogisticRegression,0.988,0.951,0.967,0.988,0.951,0.988,0.958,0.988
240,10,NearestCentroid,0.562,0.642,0.522,0.734,0.642,0.562,0.481,0.616
241,10,PassiveAggressiveClassifier,0.975,0.883,0.895,0.975,0.883,0.975,0.889,0.975
242,10,Perceptron,0.972,0.878,0.87,0.973,0.878,0.972,0.873,0.973
243,10,QuadraticDiscriminantAnalysis,0.923,0.806,0.852,0.93,0.806,0.923,0.783,0.924
244,10,RandomForestClassifier,0.975,0.779,0.981,0.976,0.779,0.975,0.82,0.973
245,10,RidgeClassifier,0.909,0.581,0.572,0.856,0.581,0.909,0.574,0.88
246,10,RidgeClassifierCV,0.909,0.581,0.572,0.856,0.581,0.909,0.574,0.88
247,10,SGDClassifier,0.962,0.736,0.823,0.959,0.736,0.962,0.757,0.96
248,10,SVC,0.972,0.819,0.963,0.972,0.819,0.972,0.852,0.971
249,10,LGBMClassifier,0.881,0.684,0.669,0.887,0.684,0.881,0.675,0.883
