,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
95,4,RidgeClassifier,0.851,0.588,0.676,0.854,0.588,0.851,0.566,0.799
96,4,RidgeClassifierCV,0.851,0.588,0.676,0.854,0.588,0.851,0.566,0.799
97,4,SGDClassifier,0.945,0.778,0.824,0.939,0.778,0.945,0.796,0.941
98,4,SVC,0.941,0.762,0.922,0.941,0.762,0.941,0.791,0.936
99,4,LGBMClassifier,0.992,0.952,0.975,0.992,0.952,0.992,0.962,0.992
100,5,AdaBoostClassifier,0.324,0.379,0.309,0.407,0.379,0.324,0.247,0.242
101,5,BaggingClassifier,0.973,0.905,0.937,0.973,0.905,0.973,0.916,0.973
102,5,BernoulliNB,0.746,0.649,0.603,0.779,0.649,0.746,0.614,0.758
103,5,CalibratedClassifierCV,0.975,0.848,0.967,0.975,0.848,0.975,0.886,0.973
104,5,DecisionTreeClassifier,0.962,0.888,0.891,0.962,0.888,0.962,0.889,0.962
105,5,DummyClassifier,0.263,0.125,0.033,0.069,0.125,0.263,0.052,0.11
106,5,ExtraTreeClassifier,0.758,0.609,0.605,0.759,0.609,0.758,0.606,0.758
107,5,ExtraTreesClassifier,0.961,0.769,0.84,0.957,0.769,0.961,0.79,0.957
108,5,GaussianNB,0.893,0.879,0.765,0.922,0.879,0.893,0.794,0.9
109,5,KNeighborsClassifier,0.756,0.54,0.631,0.751,0.54,0.756,0.559,0.74
110,5,LabelPropagation,0.224,0.14,0.515,0.616,0.14,0.224,0.074,0.111
111,5,LabelSpreading,0.224,0.14,0.515,0.616,0.14,0.224,0.074,0.111
112,5,LinearDiscriminantAnalysis,0.965,0.92,0.926,0.97,0.92,0.965,0.915,0.966
113,5,LinearSVC,0.977,0.915,0.97,0.977,0.915,0.977,0.934,0.976
114,5,LogisticRegression,0.982,0.952,0.975,0.982,0.952,0.982,0.962,0.982
115,5,NearestCentroid,0.558,0.59,0.502,0.696,0.59,0.558,0.48,0.594
116,5,PassiveAggressiveClassifier,0.947,0.821,0.838,0.949,0.821,0.947,0.828,0.947
117,5,Perceptron,0.959,0.84,0.904,0.958,0.84,0.959,0.866,0.957
118,5,QuadraticDiscriminantAnalysis,0.93,0.809,0.886,0.93,0.809,0.93,0.828,0.928
119,5,RandomForestClassifier,0.954,0.748,0.83,0.949,0.748,0.954,0.766,0.948
120,5,RidgeClassifier,0.866,0.593,0.682,0.867,0.593,0.866,0.573,0.816
121,5,RidgeClassifierCV,0.866,0.593,0.682,0.867,0.593,0.866,0.573,0.816
122,5,SGDClassifier,0.95,0.745,0.8,0.947,0.745,0.95,0.766,0.947
123,5,SVC,0.957,0.783,0.841,0.953,0.783,0.957,0.805,0.954
124,5,LGBMClassifier,0.987,0.918,0.961,0.986,0.918,0.987,0.935,0.986
125,6,AdaBoostClassifier,0.347,0.369,0.371,0.5,0.369,0.347,0.272,0.295
126,6,BaggingClassifier,0.97,0.895,0.948,0.971,0.895,0.97,0.911,0.97
127,6,BernoulliNB,0.76,0.726,0.623,0.793,0.726,0.76,0.649,0.771
128,6,CalibratedClassifierCV,0.981,0.905,0.988,0.982,0.905,0.981,0.937,0.98
129,6,DecisionTreeClassifier,0.959,0.87,0.895,0.959,0.87,0.959,0.88,0.959
130,6,DummyClassifier,0.262,0.125,0.033,0.068,0.125,0.262,0.052,0.108
131,6,ExtraTreeClassifier,0.744,0.607,0.601,0.741,0.607,0.744,0.603,0.742
132,6,ExtraTreesClassifier,0.966,0.78,0.975,0.967,0.78,0.966,0.816,0.962
133,6,GaussianNB,0.901,0.905,0.776,0.931,0.905,0.901,0.811,0.908
134,6,KNeighborsClassifier,0.742,0.509,0.595,0.731,0.509,0.742,0.527,0.725
135,6,LabelPropagation,0.224,0.14,0.397,0.608,0.14,0.224,0.074,0.117
136,6,LabelSpreading,0.224,0.14,0.397,0.608,0.14,0.224,0.074,0.117
137,6,LinearDiscriminantAnalysis,0.962,0.927,0.903,0.974,0.927,0.962,0.899,0.966
138,6,LinearSVC,0.979,0.886,0.97,0.979,0.886,0.979,0.911,0.977
139,6,LogisticRegression,0.981,0.917,0.948,0.981,0.917,0.981,0.931,0.981
140,6,NearestCentroid,0.599,0.668,0.545,0.74,0.668,0.599,0.526,0.636
141,6,PassiveAggressiveClassifier,0.952,0.856,0.844,0.957,0.856,0.952,0.848,0.954
142,6,Perceptron,0.955,0.836,0.866,0.953,0.836,0.955,0.848,0.954
143,6,QuadraticDiscriminantAnalysis,0.928,0.775,0.869,0.931,0.775,0.928,0.774,0.926
144,6,RandomForestClassifier,0.965,0.793,0.973,0.965,0.793,0.965,0.831,0.961
145,6,RidgeClassifier,0.873,0.595,0.56,0.79,0.595,0.873,0.574,0.827
146,6,RidgeClassifierCV,0.873,0.595,0.561,0.79,0.595,0.873,0.575,0.827
147,6,SGDClassifier,0.956,0.751,0.874,0.954,0.751,0.956,0.777,0.953
148,6,SVC,0.96,0.764,0.973,0.961,0.764,0.96,0.794,0.955
149,6,LGBMClassifier,0.99,0.949,0.979,0.991,0.949,0.99,0.961,0.99
150,7,AdaBoostClassifier,0.451,0.399,0.334,0.444,0.399,0.451,0.292,0.319
151,7,BaggingClassifier,0.977,0.909,0.965,0.977,0.909,0.977,0.926,0.977
152,7,BernoulliNB,0.754,0.718,0.625,0.776,0.718,0.754,0.65,0.761
153,7,CalibratedClassifierCV,0.977,0.841,0.97,0.978,0.841,0.977,0.88,0.975
154,7,DecisionTreeClassifier,0.968,0.924,0.942,0.968,0.924,0.968,0.932,0.967
155,7,DummyClassifier,0.266,0.125,0.033,0.071,0.125,0.266,0.052,0.112
156,7,ExtraTreeClassifier,0.778,0.651,0.645,0.778,0.651,0.778,0.647,0.778
157,7,ExtraTreesClassifier,0.959,0.767,0.974,0.96,0.767,0.959,0.798,0.954
158,7,GaussianNB,0.893,0.847,0.771,0.917,0.847,0.893,0.793,0.898
159,7,KNeighborsClassifier,0.743,0.517,0.708,0.742,0.517,0.743,0.537,0.724
160,7,LabelPropagation,0.206,0.141,0.45,0.671,0.141,0.206,0.07,0.107
161,7,LabelSpreading,0.206,0.141,0.45,0.671,0.141,0.206,0.07,0.107
162,7,LinearDiscriminantAnalysis,0.965,0.938,0.911,0.972,0.938,0.965,0.916,0.967
163,7,LinearSVC,0.979,0.89,0.969,0.979,0.89,0.979,0.921,0.978
164,7,LogisticRegression,0.979,0.932,0.973,0.979,0.932,0.979,0.95,0.979
165,7,NearestCentroid,0.592,0.618,0.534,0.722,0.618,0.592,0.513,0.629
166,7,PassiveAggressiveClassifier,0.937,0.83,0.798,0.952,0.83,0.937,0.803,0.943
167,7,Perceptron,0.956,0.748,0.765,0.949,0.748,0.956,0.754,0.952
168,7,QuadraticDiscriminantAnalysis,0.914,0.777,0.861,0.916,0.777,0.914,0.797,0.912
169,7,RandomForestClassifier,0.955,0.769,0.969,0.957,0.769,0.955,0.802,0.95
170,7,RidgeClassifier,0.852,0.591,0.554,0.76,0.591,0.852,0.567,0.799
171,7,RidgeClassifierCV,0.852,0.591,0.554,0.76,0.591,0.852,0.567,0.799
172,7,SGDClassifier,0.957,0.76,0.828,0.952,0.76,0.957,0.783,0.953
173,7,SVC,0.953,0.776,0.949,0.953,0.776,0.953,0.806,0.949
174,7,LGBMClassifier,0.994,0.95,0.995,0.994,0.95,0.994,0.968,0.994
175,8,AdaBoostClassifier,0.326,0.379,0.288,0.371,0.379,0.326,0.259,0.263
176,8,BaggingClassifier,0.973,0.872,0.964,0.973,0.872,0.973,0.897,0.972
177,8,BernoulliNB,0.753,0.673,0.605,0.787,0.673,0.753,0.621,0.766
178,8,CalibratedClassifierCV,0.974,0.814,0.985,0.975,0.814,0.974,0.847,0.972
179,8,DecisionTreeClassifier,0.964,0.865,0.859,0.963,0.865,0.964,0.86,0.963
180,8,DummyClassifier,0.268,0.125,0.033,0.072,0.125,0.268,0.053,0.113
181,8,ExtraTreeClassifier,0.829,0.692,0.684,0.834,0.692,0.829,0.686,0.831
182,8,ExtraTreesClassifier,0.96,0.754,0.847,0.956,0.754,0.96,0.774,0.954
183,8,GaussianNB,0.888,0.87,0.754,0.919,0.87,0.888,0.785,0.897
184,8,KNeighborsClassifier,0.765,0.535,0.624,0.758,0.535,0.765,0.553,0.751
185,8,LabelPropagation,0.214,0.142,0.514,0.657,0.142,0.214,0.076,0.113
186,8,LabelSpreading,0.214,0.142,0.514,0.657,0.142,0.214,0.076,0.113
187,8,LinearDiscriminantAnalysis,0.963,0.929,0.917,0.97,0.929,0.963,0.916,0.965
188,8,LinearSVC,0.977,0.894,0.986,0.978,0.894,0.977,0.929,0.976
189,8,LogisticRegression,0.978,0.916,0.966,0.977,0.916,0.978,0.937,0.977
190,8,NearestCentroid,0.59,0.579,0.514,0.721,0.579,0.59,0.496,0.627
191,8,PassiveAggressiveClassifier,0.937,0.862,0.806,0.946,0.862,0.937,0.825,0.941
192,8,Perceptron,0.948,0.783,0.879,0.946,0.783,0.948,0.812,0.944
193,8,QuadraticDiscriminantAnalysis,0.926,0.762,0.877,0.926,0.762,0.926,0.774,0.923
194,8,RandomForestClassifier,0.951,0.731,0.841,0.947,0.731,0.951,0.744,0.943
195,8,RidgeClassifier,0.875,0.597,0.563,0.793,0.597,0.875,0.576,0.83
196,8,RidgeClassifierCV,0.875,0.597,0.563,0.793,0.597,0.875,0.576,0.83
197,8,SGDClassifier,0.952,0.738,0.876,0.949,0.738,0.952,0.76,0.945
198,8,SVC,0.959,0.763,0.841,0.955,0.763,0.959,0.789,0.955
199,8,LGBMClassifier,0.993,0.946,0.974,0.993,0.946,0.993,0.958,0.993
200,9,AdaBoostClassifier,0.44,0.458,0.316,0.341,0.458,0.44,0.34,0.318
201,9,BaggingClassifier,0.977,0.937,0.949,0.977,0.937,0.977,0.942,0.976
202,9,BernoulliNB,0.736,0.734,0.613,0.768,0.734,0.736,0.635,0.747
203,9,CalibratedClassifierCV,0.972,0.877,0.952,0.971,0.877,0.972,0.908,0.971
204,9,DecisionTreeClassifier,0.969,0.957,0.923,0.97,0.957,0.969,0.936,0.969
205,9,DummyClassifier,0.268,0.125,0.033,0.072,0.125,0.268,0.053,0.113
206,9,ExtraTreeClassifier,0.826,0.662,0.691,0.823,0.662,0.826,0.675,0.824
207,9,ExtraTreesClassifier,0.968,0.845,0.967,0.968,0.845,0.968,0.885,0.966
208,9,GaussianNB,0.899,0.918,0.784,0.924,0.918,0.899,0.815,0.904
209,9,KNeighborsClassifier,0.735,0.549,0.712,0.73,0.549,0.735,0.585,0.721
210,9,LabelPropagation,0.214,0.144,0.505,0.63,0.144,0.214,0.078,0.111
211,9,LabelSpreading,0.214,0.144,0.505,0.63,0.144,0.214,0.078,0.111
212,9,LinearDiscriminantAnalysis,0.958,0.94,0.913,0.967,0.94,0.958,0.919,0.961
213,9,LinearSVC,0.971,0.902,0.944,0.969,0.902,0.971,0.917,0.969
214,9,LogisticRegression,0.978,0.914,0.956,0.977,0.914,0.978,0.932,0.978
215,9,NearestCentroid,0.567,0.668,0.531,0.719,0.668,0.567,0.504,0.601
216,9,PassiveAggressiveClassifier,0.955,0.77,0.783,0.951,0.77,0.955,0.776,0.953
217,9,Perceptron,0.957,0.869,0.911,0.957,0.869,0.957,0.886,0.957
218,9,QuadraticDiscriminantAnalysis,0.929,0.789,0.897,0.929,0.789,0.929,0.805,0.927
219,9,RandomForestClassifier,0.96,0.822,0.973,0.961,0.822,0.96,0.864,0.957
220,9,RidgeClassifier,0.856,0.596,0.681,0.866,0.596,0.856,0.576,0.807
221,9,RidgeClassifierCV,0.856,0.596,0.681,0.866,0.596,0.856,0.576,0.807
222,9,SGDClassifier,0.95,0.793,0.815,0.946,0.793,0.95,0.799,0.947
223,9,SVC,0.956,0.833,0.94,0.955,0.833,0.956,0.871,0.955
224,9,LGBMClassifier,0.993,0.929,0.993,0.993,0.929,0.993,0.951,0.992
225,10,AdaBoostClassifier,0.351,0.388,0.26,0.336,0.388,0.351,0.258,0.279
226,10,BaggingClassifier,0.966,0.898,0.918,0.967,0.898,0.966,0.904,0.966
227,10,BernoulliNB,0.746,0.683,0.616,0.772,0.683,0.746,0.634,0.756
228,10,CalibratedClassifierCV,0.97,0.823,0.954,0.969,0.823,0.97,0.854,0.967
229,10,DecisionTreeClassifier,0.961,0.879,0.905,0.961,0.879,0.961,0.891,0.961
230,10,DummyClassifier,0.242,0.125,0.03,0.059,0.125,0.242,0.049,0.094
231,10,ExtraTreeClassifier,0.823,0.681,0.711,0.821,0.681,0.823,0.693,0.821
232,10,ExtraTreesClassifier,0.956,0.77,0.968,0.958,0.77,0.956,0.794,0.95
233,10,GaussianNB,0.902,0.866,0.799,0.927,0.866,0.902,0.82,0.908
234,10,KNeighborsClassifier,0.728,0.51,0.691,0.715,0.51,0.728,0.531,0.708
235,10,LabelPropagation,0.217,0.141,0.424,0.609,0.141,0.217,0.074,0.108
236,10,LabelSpreading,0.217,0.141,0.424,0.609,0.141,0.217,0.074,0.108
237,10,LinearDiscriminantAnalysis,0.96,0.95,0.921,0.967,0.95,0.96,0.93,0.962
238,10,LinearSVC,0.971,0.891,0.946,0.97,0.891,0.971,0.909,0.969
239,10,LogisticRegression,0.974,0.905,0.951,0.974,0.905,0.974,0.924,0.974
240,10,NearestCentroid,0.573,0.615,0.52,0.71,0.615,0.573,0.498,0.607
241,10,PassiveAggressiveClassifier,0.948,0.792,0.843,0.945,0.792,0.948,0.806,0.945
242,10,Perceptron,0.937,0.782,0.831,0.939,0.782,0.937,0.787,0.936
243,10,QuadraticDiscriminantAnalysis,0.902,0.758,0.853,0.901,0.758,0.902,0.766,0.898
244,10,RandomForestClassifier,0.946,0.751,0.836,0.941,0.751,0.946,0.768,0.939
245,10,RidgeClassifier,0.859,0.59,0.679,0.857,0.59,0.859,0.57,0.81
246,10,RidgeClassifierCV,0.859,0.59,0.679,0.857,0.59,0.859,0.57,0.81
247,10,SGDClassifier,0.946,0.766,0.809,0.941,0.766,0.946,0.782,0.943
248,10,SVC,0.947,0.754,0.942,0.947,0.754,0.947,0.78,0.941
249,10,LGBMClassifier,0.989,0.932,0.989,0.99,0.932,0.989,0.95,0.989
