,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
104,5,DecisionTreeClassifier,0.971,0.912,0.933,0.971,0.912,0.971,0.92,0.971
105,5,DummyClassifier,0.263,0.125,0.033,0.069,0.125,0.263,0.052,0.11
106,5,ExtraTreeClassifier,0.716,0.59,0.598,0.714,0.59,0.716,0.593,0.715
107,5,ExtraTreesClassifier,0.948,0.724,0.816,0.943,0.724,0.948,0.74,0.941
108,5,GaussianNB,0.045,0.258,0.09,0.113,0.258,0.045,0.042,0.011
109,5,KNeighborsClassifier,0.8,0.565,0.597,0.779,0.565,0.8,0.564,0.775
110,5,LabelPropagation,0.739,0.542,0.616,0.779,0.542,0.739,0.551,0.732
111,5,LabelSpreading,0.739,0.542,0.616,0.779,0.542,0.739,0.551,0.732
112,5,LinearDiscriminantAnalysis,0.965,0.921,0.873,0.971,0.921,0.965,0.89,0.967
113,5,LinearSVC,0.972,0.878,0.938,0.971,0.878,0.972,0.9,0.97
114,5,LogisticRegression,0.977,0.917,0.952,0.977,0.917,0.977,0.933,0.977
115,5,NearestCentroid,0.563,0.574,0.504,0.673,0.574,0.563,0.476,0.56
116,5,PassiveAggressiveClassifier,0.941,0.762,0.765,0.94,0.762,0.941,0.763,0.94
117,5,Perceptron,0.941,0.835,0.852,0.941,0.835,0.941,0.842,0.941
118,5,QuadraticDiscriminantAnalysis,0.353,0.485,0.416,0.533,0.485,0.353,0.295,0.265
119,5,RandomForestClassifier,0.938,0.71,0.837,0.936,0.71,0.938,0.726,0.929
120,5,RidgeClassifier,0.867,0.595,0.558,0.777,0.595,0.867,0.573,0.817
121,5,RidgeClassifierCV,0.867,0.595,0.558,0.777,0.595,0.867,0.573,0.817
122,5,SGDClassifier,0.946,0.814,0.799,0.958,0.814,0.946,0.794,0.95
123,5,SVC,0.944,0.731,0.846,0.944,0.731,0.944,0.754,0.938
124,5,LGBMClassifier,0.989,0.881,0.906,0.988,0.881,0.989,0.887,0.988
125,6,AdaBoostClassifier,0.347,0.369,0.371,0.5,0.369,0.347,0.272,0.295
126,6,BaggingClassifier,0.97,0.914,0.953,0.971,0.914,0.97,0.927,0.97
127,6,BernoulliNB,0.579,0.526,0.449,0.661,0.526,0.579,0.44,0.599
128,6,CalibratedClassifierCV,0.967,0.772,0.982,0.969,0.772,0.967,0.804,0.962
129,6,DecisionTreeClassifier,0.969,0.899,0.925,0.97,0.899,0.969,0.909,0.969
130,6,DummyClassifier,0.262,0.125,0.033,0.068,0.125,0.262,0.052,0.108
131,6,ExtraTreeClassifier,0.701,0.537,0.546,0.701,0.537,0.701,0.54,0.701
132,6,ExtraTreesClassifier,0.961,0.766,0.973,0.963,0.766,0.961,0.792,0.956
133,6,GaussianNB,0.053,0.255,0.021,0.006,0.255,0.053,0.033,0.01
134,6,KNeighborsClassifier,0.799,0.581,0.778,0.79,0.581,0.799,0.598,0.781
135,6,LabelPropagation,0.746,0.559,0.749,0.79,0.559,0.746,0.582,0.743
136,6,LabelSpreading,0.746,0.559,0.749,0.79,0.559,0.746,0.582,0.743
137,6,LinearDiscriminantAnalysis,0.968,0.931,0.886,0.977,0.931,0.968,0.896,0.971
138,6,LinearSVC,0.977,0.909,0.973,0.977,0.909,0.977,0.929,0.976
139,6,LogisticRegression,0.982,0.926,0.955,0.982,0.926,0.982,0.939,0.982
140,6,NearestCentroid,0.575,0.606,0.526,0.682,0.606,0.575,0.506,0.574
141,6,PassiveAggressiveClassifier,0.949,0.813,0.832,0.952,0.813,0.949,0.818,0.95
142,6,Perceptron,0.955,0.88,0.852,0.958,0.88,0.955,0.864,0.956
143,6,QuadraticDiscriminantAnalysis,0.343,0.475,0.457,0.507,0.475,0.343,0.31,0.244
144,6,RandomForestClassifier,0.956,0.73,0.844,0.946,0.73,0.956,0.741,0.948
145,6,RidgeClassifier,0.872,0.597,0.685,0.8,0.597,0.872,0.584,0.827
146,6,RidgeClassifierCV,0.873,0.597,0.686,0.801,0.597,0.873,0.584,0.828
147,6,SGDClassifier,0.957,0.779,0.864,0.955,0.779,0.957,0.807,0.955
148,6,SVC,0.958,0.732,0.852,0.955,0.732,0.958,0.745,0.952
149,6,LGBMClassifier,0.992,0.94,0.965,0.992,0.94,0.992,0.951,0.992
150,7,AdaBoostClassifier,0.451,0.399,0.334,0.444,0.399,0.451,0.292,0.319
151,7,BaggingClassifier,0.982,0.923,0.974,0.982,0.923,0.982,0.941,0.982
152,7,BernoulliNB,0.573,0.522,0.45,0.649,0.522,0.573,0.439,0.584
153,7,CalibratedClassifierCV,0.964,0.724,0.731,0.947,0.724,0.964,0.726,0.955
154,7,DecisionTreeClassifier,0.975,0.95,0.937,0.976,0.95,0.975,0.943,0.975
155,7,DummyClassifier,0.266,0.125,0.033,0.071,0.125,0.266,0.052,0.112
156,7,ExtraTreeClassifier,0.694,0.563,0.573,0.691,0.563,0.694,0.567,0.692
157,7,ExtraTreesClassifier,0.953,0.753,0.971,0.955,0.753,0.953,0.784,0.947
158,7,GaussianNB,0.051,0.256,0.026,0.006,0.256,0.051,0.034,0.009
159,7,KNeighborsClassifier,0.804,0.583,0.734,0.799,0.583,0.804,0.593,0.783
160,7,LabelPropagation,0.76,0.601,0.818,0.819,0.601,0.76,0.633,0.76
161,7,LabelSpreading,0.76,0.601,0.818,0.819,0.601,0.76,0.633,0.76
162,7,LinearDiscriminantAnalysis,0.97,0.935,0.906,0.975,0.935,0.97,0.915,0.972
163,7,LinearSVC,0.974,0.886,0.92,0.973,0.886,0.974,0.9,0.973
164,7,LogisticRegression,0.982,0.93,0.961,0.982,0.93,0.982,0.945,0.982
165,7,NearestCentroid,0.564,0.566,0.516,0.66,0.566,0.564,0.487,0.557
166,7,PassiveAggressiveClassifier,0.944,0.824,0.844,0.956,0.824,0.944,0.825,0.949
167,7,Perceptron,0.953,0.849,0.86,0.953,0.849,0.953,0.854,0.953
168,7,QuadraticDiscriminantAnalysis,0.347,0.494,0.527,0.664,0.494,0.347,0.319,0.248
169,7,RandomForestClassifier,0.944,0.729,0.967,0.948,0.729,0.944,0.751,0.937
170,7,RidgeClassifier,0.849,0.586,0.603,0.8,0.586,0.849,0.566,0.798
171,7,RidgeClassifierCV,0.849,0.586,0.603,0.801,0.586,0.849,0.566,0.798
172,7,SGDClassifier,0.955,0.737,0.789,0.948,0.737,0.955,0.755,0.95
173,7,SVC,0.96,0.74,0.853,0.955,0.74,0.96,0.756,0.953
174,7,LGBMClassifier,0.995,0.966,0.996,0.995,0.966,0.995,0.979,0.995
175,8,AdaBoostClassifier,0.326,0.379,0.288,0.371,0.379,0.326,0.259,0.263
176,8,BaggingClassifier,0.978,0.911,0.967,0.979,0.911,0.978,0.925,0.978
177,8,BernoulliNB,0.591,0.526,0.46,0.663,0.526,0.591,0.457,0.607
178,8,CalibratedClassifierCV,0.957,0.721,0.728,0.941,0.721,0.957,0.724,0.948
179,8,DecisionTreeClassifier,0.973,0.893,0.905,0.973,0.893,0.973,0.898,0.973
180,8,DummyClassifier,0.268,0.125,0.033,0.072,0.125,0.268,0.053,0.113
181,8,ExtraTreeClassifier,0.69,0.557,0.576,0.691,0.557,0.69,0.563,0.69
182,8,ExtraTreesClassifier,0.956,0.74,0.842,0.952,0.74,0.956,0.754,0.949
183,8,GaussianNB,0.054,0.235,0.015,0.006,0.235,0.054,0.028,0.01
184,8,KNeighborsClassifier,0.818,0.583,0.606,0.797,0.583,0.818,0.583,0.799
185,8,LabelPropagation,0.743,0.554,0.638,0.785,0.554,0.743,0.564,0.74
186,8,LabelSpreading,0.743,0.554,0.638,0.785,0.554,0.743,0.564,0.74
187,8,LinearDiscriminantAnalysis,0.965,0.93,0.907,0.971,0.93,0.965,0.914,0.967
188,8,LinearSVC,0.977,0.901,0.965,0.977,0.901,0.977,0.922,0.975
189,8,LogisticRegression,0.982,0.933,0.983,0.982,0.933,0.982,0.955,0.982
190,8,NearestCentroid,0.583,0.556,0.503,0.677,0.556,0.583,0.481,0.583
191,8,PassiveAggressiveClassifier,0.959,0.811,0.93,0.958,0.811,0.959,0.843,0.957
192,8,Perceptron,0.955,0.838,0.888,0.953,0.838,0.955,0.858,0.954
193,8,QuadraticDiscriminantAnalysis,0.328,0.482,0.424,0.47,0.482,0.328,0.31,0.225
194,8,RandomForestClassifier,0.945,0.709,0.715,0.926,0.709,0.945,0.71,0.934
195,8,RidgeClassifier,0.879,0.598,0.688,0.878,0.598,0.879,0.579,0.834
196,8,RidgeClassifierCV,0.879,0.598,0.688,0.878,0.598,0.879,0.579,0.834
197,8,SGDClassifier,0.955,0.811,0.845,0.959,0.811,0.955,0.808,0.956
198,8,SVC,0.954,0.74,0.85,0.952,0.74,0.954,0.758,0.948
199,8,LGBMClassifier,0.994,0.95,0.977,0.994,0.95,0.994,0.962,0.994
200,9,AdaBoostClassifier,0.44,0.458,0.316,0.341,0.458,0.44,0.34,0.318
201,9,BaggingClassifier,0.978,0.944,0.956,0.978,0.944,0.978,0.95,0.978
202,9,BernoulliNB,0.549,0.502,0.438,0.622,0.502,0.549,0.429,0.564
203,9,CalibratedClassifierCV,0.961,0.735,0.812,0.955,0.735,0.961,0.742,0.954
204,9,DecisionTreeClassifier,0.976,0.938,0.92,0.976,0.938,0.976,0.927,0.976
205,9,DummyClassifier,0.268,0.125,0.033,0.072,0.125,0.268,0.053,0.113
206,9,ExtraTreeClassifier,0.698,0.684,0.621,0.698,0.684,0.698,0.642,0.697
207,9,ExtraTreesClassifier,0.96,0.8,0.943,0.957,0.8,0.96,0.83,0.954
208,9,GaussianNB,0.053,0.259,0.158,0.169,0.259,0.053,0.04,0.012
209,9,KNeighborsClassifier,0.805,0.611,0.829,0.808,0.611,0.805,0.635,0.787
210,9,LabelPropagation,0.732,0.599,0.765,0.793,0.599,0.732,0.63,0.731
211,9,LabelSpreading,0.732,0.599,0.765,0.793,0.599,0.732,0.63,0.731
212,9,LinearDiscriminantAnalysis,0.96,0.929,0.864,0.967,0.929,0.96,0.886,0.963
213,9,LinearSVC,0.97,0.899,0.916,0.968,0.899,0.97,0.897,0.968
214,9,LogisticRegression,0.979,0.94,0.954,0.979,0.94,0.979,0.947,0.979
215,9,NearestCentroid,0.54,0.534,0.489,0.644,0.534,0.54,0.46,0.534
216,9,PassiveAggressiveClassifier,0.942,0.844,0.843,0.941,0.844,0.942,0.843,0.941
217,9,Perceptron,0.952,0.856,0.863,0.952,0.856,0.952,0.858,0.952
218,9,QuadraticDiscriminantAnalysis,0.251,0.544,0.421,0.474,0.544,0.251,0.296,0.191
219,9,RandomForestClassifier,0.947,0.783,0.963,0.949,0.783,0.947,0.811,0.94
220,9,RidgeClassifier,0.858,0.595,0.682,0.868,0.595,0.858,0.573,0.807
221,9,RidgeClassifierCV,0.858,0.595,0.558,0.768,0.595,0.858,0.572,0.807
222,9,SGDClassifier,0.959,0.842,0.876,0.956,0.842,0.959,0.855,0.957
223,9,SVC,0.951,0.733,0.807,0.946,0.733,0.951,0.748,0.945
224,9,LGBMClassifier,0.996,0.976,0.976,0.996,0.976,0.996,0.976,0.996
225,10,AdaBoostClassifier,0.351,0.388,0.26,0.336,0.388,0.351,0.258,0.279
226,10,BaggingClassifier,0.97,0.902,0.923,0.971,0.902,0.97,0.909,0.97
227,10,BernoulliNB,0.582,0.54,0.581,0.656,0.54,0.582,0.471,0.597
228,10,CalibratedClassifierCV,0.958,0.744,0.819,0.951,0.744,0.958,0.748,0.948
229,10,DecisionTreeClassifier,0.97,0.94,0.918,0.97,0.94,0.97,0.928,0.97
230,10,DummyClassifier,0.242,0.125,0.03,0.059,0.125,0.242,0.049,0.094
231,10,ExtraTreeClassifier,0.648,0.511,0.506,0.645,0.511,0.648,0.508,0.646
232,10,ExtraTreesClassifier,0.949,0.755,0.968,0.952,0.755,0.949,0.783,0.942
233,10,GaussianNB,0.048,0.254,0.021,0.005,0.254,0.048,0.029,0.008
234,10,KNeighborsClassifier,0.799,0.582,0.644,0.782,0.582,0.799,0.585,0.779
235,10,LabelPropagation,0.741,0.573,0.688,0.781,0.573,0.741,0.586,0.735
236,10,LabelSpreading,0.741,0.573,0.688,0.781,0.573,0.741,0.586,0.735
237,10,LinearDiscriminantAnalysis,0.968,0.948,0.909,0.974,0.948,0.968,0.924,0.97
238,10,LinearSVC,0.965,0.869,0.909,0.964,0.869,0.965,0.885,0.964
239,10,LogisticRegression,0.974,0.894,0.918,0.973,0.894,0.974,0.905,0.973
240,10,NearestCentroid,0.565,0.553,0.492,0.652,0.553,0.565,0.47,0.561
241,10,PassiveAggressiveClassifier,0.942,0.784,0.791,0.939,0.784,0.942,0.785,0.939
242,10,Perceptron,0.935,0.801,0.802,0.936,0.801,0.935,0.801,0.935
243,10,QuadraticDiscriminantAnalysis,0.338,0.48,0.433,0.521,0.48,0.338,0.3,0.246
244,10,RandomForestClassifier,0.935,0.731,0.955,0.937,0.731,0.935,0.752,0.924
245,10,RidgeClassifier,0.865,0.598,0.679,0.862,0.598,0.865,0.576,0.817
246,10,RidgeClassifierCV,0.864,0.597,0.679,0.862,0.597,0.864,0.575,0.816
247,10,SGDClassifier,0.955,0.845,0.906,0.955,0.845,0.955,0.87,0.955
248,10,SVC,0.945,0.731,0.796,0.937,0.731,0.945,0.739,0.936
249,10,LGBMClassifier,0.99,0.951,0.977,0.99,0.951,0.99,0.962,0.99
