,Fold,Model,Accuracy,Balanced Accuracy,Precision-Macro,Precision-Weighted,Recall-Macro,Recall-Weighted,F1-Score-Macro,F1-Score-Weighted
219,9,RandomForestClassifier,0.973,0.762,0.978,0.973,0.762,0.973,0.793,0.969
220,9,RidgeClassifier,0.914,0.596,0.579,0.861,0.596,0.914,0.586,0.885
221,9,RidgeClassifierCV,0.914,0.6,0.704,0.869,0.6,0.914,0.593,0.885
222,9,SGDClassifier,0.972,0.754,0.814,0.967,0.754,0.972,0.772,0.969
223,9,SVC,0.973,0.771,0.831,0.971,0.771,0.973,0.79,0.971
224,9,LGBMClassifier,0.997,0.963,0.966,0.997,0.963,0.997,0.964,0.997
225,10,AdaBoostClassifier,0.548,0.364,0.278,0.408,0.364,0.548,0.281,0.416
226,10,BaggingClassifier,0.988,0.926,0.924,0.988,0.926,0.988,0.925,0.988
227,10,BernoulliNB,0.726,0.542,0.502,0.763,0.542,0.726,0.497,0.733
228,10,CalibratedClassifierCV,0.977,0.733,0.794,0.972,0.733,0.977,0.737,0.973
229,10,DecisionTreeClassifier,0.984,0.893,0.899,0.984,0.893,0.984,0.895,0.984
230,10,DummyClassifier,0.341,0.125,0.043,0.116,0.125,0.341,0.064,0.173
231,10,ExtraTreeClassifier,0.762,0.609,0.611,0.76,0.609,0.762,0.609,0.761
232,10,ExtraTreesClassifier,0.975,0.786,0.948,0.975,0.786,0.975,0.828,0.973
233,10,GaussianNB,0.036,0.249,0.008,0.002,0.249,0.036,0.016,0.004
234,10,KNeighborsClassifier,0.873,0.608,0.723,0.867,0.608,0.873,0.632,0.863
235,10,LabelPropagation,0.824,0.599,0.841,0.846,0.599,0.824,0.643,0.821
236,10,LabelSpreading,0.824,0.599,0.841,0.846,0.599,0.824,0.643,0.821
237,10,LinearDiscriminantAnalysis,0.977,0.96,0.904,0.983,0.96,0.977,0.918,0.979
238,10,LinearSVC,0.985,0.887,0.947,0.984,0.887,0.985,0.911,0.984
239,10,LogisticRegression,0.99,0.942,0.964,0.99,0.942,0.99,0.953,0.99
240,10,NearestCentroid,0.746,0.613,0.568,0.795,0.613,0.746,0.559,0.754
241,10,PassiveAggressiveClassifier,0.974,0.888,0.857,0.974,0.888,0.974,0.865,0.973
242,10,Perceptron,0.971,0.865,0.856,0.972,0.865,0.971,0.858,0.972
243,10,QuadraticDiscriminantAnalysis,0.181,0.54,0.595,0.694,0.54,0.181,0.334,0.185
244,10,RandomForestClassifier,0.972,0.772,0.967,0.972,0.772,0.972,0.814,0.97
245,10,RidgeClassifier,0.913,0.583,0.574,0.861,0.583,0.913,0.576,0.885
246,10,RidgeClassifierCV,0.913,0.583,0.574,0.862,0.583,0.913,0.576,0.885
247,10,SGDClassifier,0.966,0.733,0.843,0.962,0.733,0.966,0.757,0.962
248,10,SVC,0.974,0.787,0.857,0.972,0.787,0.974,0.813,0.972
249,10,LGBMClassifier,0.995,0.972,0.936,0.996,0.972,0.995,0.948,0.995
